,mw,0.7915242483185391,214,piaffe	0.7907082773487516	85,states	1.0	971
662,petersen,0.5057699289970266,19.0,,
663,wasserman,0.5046066055240215,6.0,,
664,renewable,0.5031028253852939,203.0,,
665,ef,0.5004263255928171,15.0,,
666,audiometric,0.5004263255928171,5.0,,
667,rel,0.5004263255928171,10.0,,
668,upwind,0.4983371741848405,45.0,,
669,db,0.4981105562550307,81.0,,
670,wind,0.4978080964009068,4767.0,,
671,dobie,0.4971117071365726,7.0,,
672,biodiversity,0.496749117400083,44.0,,
673,hydrodynamic,0.4965808408286026,6.0,,
674,peatland,0.4963639424374406,17.0,,
675,packing,0.4958473470079477,5.0,,
676,behavior,0.494912175640891,37.0,,
677,onsite,0.4947676855709564,8.0,,
678,fiber,0.4947676855709564,8.0,,
679,pre-publication,0.4947676855709564,8.0,,
680,offshore,0.4939506699648847,447.0,,
681,centrifugal,0.4932423856504401,31.0,,
682,onshore,0.493020478040948,66.0,,
683,vortice,0.493020478040948,18.0,,
684,employability,0.4924005608973981,11.0,,
685,wisconsin,0.4921701388152137,48.0,,
686,kilometer,0.4919760257752212,13.0,,
687,pullan,0.4916670670767433,5.0,,
688,rectifier,0.4903507405698336,15.0,,
689,converter,0.4901936090739481,99.0,,
690,dq,0.4897058595847036,8.0,,
691,pereira,0.4892504731226444,21.0,,
692,switchgear,0.4883524486204988,7.0,,
693,aalborg,0.4878215823125288,5.0,,
694,coe,0.4874534355912386,50.0,,
695,axisymmetric,0.4871543089186781,11.0,,
696,ordinance,0.4862902044728392,76.0,,
697,inboard,0.4851268809998342,8.0,,
698,multi-stage,0.4842612195248742,5.0,,
699,gw,0.4836926577170964,12.0,,
700,smallwood,0.4832906226342459,7.0,,
701,topology,0.4828308783408045,26.0,,
702,birdlife,0.4825753303338089,10.0,,
703,seri,0.4823000120328344,12.0,,
704,optimization,0.4819580681548664,16.0,,
705,butterfield,0.4818979769499839,17.0,,
706,spacing,0.4809466010686298,7.0,,
707,erickson,0.4809466010686298,6.0,,
708,benthic,0.4809466010686298,8.0,,
709,transect,0.4809466010686298,5.0,,
710,torque,0.4805359753890572,233.0,,
711,email,0.479816127451291,14.0,,
712,hub,0.4796986630601579,114.0,,
713,faa,0.4796822409400049,25.0,,
714,running,0.478349054312887,6.0,,
715,eez,0.4778459825744166,5.0,,
716,incompressible,0.4778459825744166,5.0,,
717,pmt,0.4775135043475559,9.0,,
718,cutoff,0.4758847750823768,9.0,,
719,delft,0.4756029976644202,17.0,,
720,transboundary,0.4749333992010227,5.0,,
721,tcc,0.4749333992010227,5.0,,
722,stellenbosch,0.4745313641181721,7.0,,
723,raptor,0.4740004978102021,15.0,,
724,download,0.4739033432532502,19.0,,
725,coefficient,0.4738718569088965,208.0,,
726,orimulsion,0.4735407535167607,12.0,,
727,doi,0.4724102798994219,24.0,,
728,sheldon,0.4718163529712963,43.0,,
729,viscera,0.4713057964975075,6.0,,
730,cowrie,0.4713057964975075,9.0,,
731,augmentation,0.4709275038969983,23.0,,
732,stakeholder,0.4689617749318914,20.0,,
733,kilowatt,0.4687182451463654,23.0,,
734,tgf,0.4683418577883415,10.0,,
735,grid,0.4680179802244074,326.0,,
736,loudness,0.4679329794732251,15.0,,
737,windmill,0.4678821134949001,48.0,,
738,downwind,0.4674267270328409,40.0,,
739,pitching,0.4674056509579076,43.0,,
740,gearbox,0.4671255165663031,79.0,,
741,intermittency,0.4671255165663031,5.0,,
742,wiley,0.4671255165663031,10.0,,
743,crowbar,0.4671255165663031,15.0,,
744,cnc,0.4671255165663031,8.0,,
745,kyoto,0.466331400766576,15.0,,
746,decibel,0.466174140684949,25.0,,
747,mapping,0.4659392115515825,10.0,,
748,eea,0.4658775785578313,19.0,,
749,azimuth,0.4656471564756469,8.0,,
750,strickland,0.4656471564756469,8.0,,
751,alameda,0.4654396273752376,7.0,,
752,carleton,0.464781495000687,5.0,,
753,municipality,0.4642986475993032,33.0,,
754,am,0.4632800318020885,9.0,,
755,payback,0.4630167823103315,14.0,,
756,onboard,0.4629452366350986,11.0,,
757,hydraulic,0.4625465379814337,60.0,,
758,hydrostatic,0.4625465379814337,10.0,,
759,geotechnical,0.4625465379814337,5.0,,
760,bose,0.4625465379814337,5.0,,
761,hansen,0.4619137905768808,24.0,,
762,pw,0.4614668765444425,20.0,,
763,passerine,0.4614668765444425,6.0,,
764,resistive,0.4607102796158454,7.0,,
765,cont,0.4607102796158454,7.0,,
766,uae,0.4604883720063533,27.0,,
767,megawatt,0.4601505500375327,16.0,,
768,ibis,0.4601505500375327,8.0,,
769,comparator,0.4601505500375327,8.0,,
770,radial,0.4600941285254224,92.0,,
771,cp,0.4599949873154083,75.0,,
772,rpm,0.4597196690144339,45.0,,
773,voltage,0.459496731667568,215.0,,
774,lfa,0.4594015028711953,43.0,,
775,wr,0.4592319195251892,7.0,,
776,annex,0.4591828711166001,89.0,,
777,axis,0.4588921151398691,222.0,,
778,colombian,0.4588693297886997,44.0,,
779,aquila,0.4583662580502293,5.0,,
780,isometric,0.4583662580502293,5.0,,
781,ambient,0.4583106849821007,36.0,,
782,rad,0.4582413089237778,16.0,,
783,roughness,0.4581313289168628,17.0,,
784,falco,0.4577976962424515,7.0,,
785,irr,0.4577976962424515,7.0,,
786,additionality,0.4574847119951807,9.0,,
787,baseline,0.4565769395145012,112.0,,
788,torsional,0.4564050505581895,5.0,,
789,retrofit,0.4564050505581895,7.0,,
790,xx,0.4559702701063283,22.0,,
791,hysteresis,0.4550516395939848,7.0,,
792,anser,0.4545207732860147,5.0,,
793,ari,0.4545207732860147,50.0,,
794,flange,0.4543889682320396,14.0,,
795,ww,0.4540610289925734,12.0,,
796,annoyance,0.4540347401207599,87.0,,
797,migratory,0.4537353130870751,21.0,,
798,interconnected,0.4533044320639763,24.0,,
799,airflow,0.4530322335339072,11.0,,
800,snh,0.4527076180283687,10.0,,
801,kwh,0.452224770626985,11.0,,
802,suitability,0.4517609290317596,67.0,,
803,nameplate,0.4512061548297703,7.0,,
804,hydro,0.4510384656122645,22.0,,
805,vibration,0.4504533239543001,138.0,,
806,accretion,0.4503918486905824,24.0,,
807,iea,0.4503918486905824,6.0,,
808,alternator,0.4501749502994205,13.0,,
809,velocity,0.4500226410173043,183.0,,
810,midwest,0.4499898136077319,7.0,,
811,fatality,0.4498135091455082,34.0,,
812,spas,0.4496904798541003,8.0,,
813,circumferential,0.4492745213072948,5.0,,
814,ansi,0.4491710919626321,16.0,,
815,om,0.4491241521327718,11.0,,
816,habitat,0.4489483908259729,243.0,,
817,optimize,0.4481191250535207,17.0,,
818,chatham,0.4476457920421157,21.0,,
819,visualization,0.4471149257341457,15.0,,
820,transformer,0.4462429796215888,45.0,,
821,unsteady,0.4461854087195048,27.0,,
822,site-specific,0.4460704734684189,5.0,,
823,cnd,0.4458985845121072,36.0,,
824,inflow,0.4458326367844696,39.0,,
825,geothermal,0.4455101999228958,22.0,,
826,dk,0.4445451735479025,10.0,,
827,ontario,0.4443102444145361,51.0,,
828,inertial,0.4433914289627849,9.0,,
829,characterization,0.4433100692277775,30.0,,
830,gasoline,0.4430668134572464,10.0,,
831,making,0.4425839660558627,9.0,,
832,mitigating,0.4423995400633957,13.0,,
833,reactive,0.442321947187245,64.0,,
834,outboard,0.4412305550916581,14.0,,
835,va,0.4402399444902466,10.0,,
836,ecj,0.4392693475996183,7.0,,
837,solidity,0.4391683109439984,19.0,,
838,normalize,0.4391094708729078,18.0,,
839,dynamically,0.4390080074517946,11.0,,
840,thimble,0.4388865335260419,5.0,,
841,predefine,0.4388865335260419,5.0,,
842,anode,0.4375702070191322,5.0,,
843,emission,0.437167008458361,279.0,,
844,iterative,0.4369253260340021,8.0,,
845,center,0.4366423631762321,79.0,,
846,medellin,0.4362889867702992,5.0,,
847,bos,0.4362889867702992,5.0,,
848,shipley,0.4362889867702992,5.0,,
849,hydrogen,0.4361362269848713,157.0,,
850,compensatory,0.4359498019178898,26.0,,
851,simulation,0.4359168920556324,88.0,,
852,ind,0.4356609659053773,10.0,,
853,idc,0.4355719150697975,7.0,,
854,pu,0.4349291909417034,22.0,,
855,tangential,0.434581304468386,8.0,,
856,ballast,0.4345364674030316,17.0,,
857,cer,0.4338247075397889,5.0,,
858,geometry,0.4338247075397889,61.0,,
859,electrolysis,0.4338247075397889,5.0,,
860,wetland,0.4335643117151079,46.0,,
861,frequency,0.4330413084280475,441.0,,
862,exclusionary,0.4326384025250684,5.0,,
863,dimensional,0.4323463474491328,24.0,,
864,pcf,0.4321388183487237,14.0,,
865,analyze,0.4320560570672062,40.0,,
866,icd,0.4318635000477492,6.0,,
867,startup,0.4318635000477492,9.0,,
868,displacement,0.4315847876661292,55.0,,
869,angular,0.4314586933383847,52.0,,
870,issuance,0.4311300062270944,13.0,,
871,turbulence,0.4308544841930261,49.0,,
872,screening,0.4305100890835445,7.0,,
873,cl,0.4297413860916252,62.0,,
874,nrc,0.4297159732838176,7.0,,
875,induction,0.4295703444604581,81.0,,
876,ith,0.4295194784821331,8.0,,
877,meter,0.429041435612184,80.0,,
878,optimum,0.4283233275995555,68.0,,
879,inoperable,0.4281660675179283,5.0,,
880,energy,0.4280550625885995,1441.0,,
881,dg,0.4273305175525972,19.0,,
882,simulate,0.4270596273738473,62.0,,
883,leeward,0.4269942310809532,9.0,,
884,suction,0.4269497262958899,13.0,,
885,culvert,0.4268497410110187,8.0,,
886,collision,0.4265787367146303,86.0,,
887,horizontal,0.4262738942950349,130.0,,
888,hydrology,0.4260769161099518,5.0,,
889,hourly,0.4260449832991782,32.0,,
890,teeter,0.4259311104986752,14.0,,
891,stall,0.4255685207621856,176.0,,
892,radii,0.4250654490237152,5.0,,
893,torus,0.4250654490237152,5.0,,
894,roosting,0.4247329707968545,6.0,,
895,supervisory,0.4246944594424555,43.0,,
896,adverse,0.4246651231481823,122.0,,
897,tower,0.4246301626070515,499.0,,
898,rotate,0.424512590079957,90.0,,
899,derogation,0.4244968872159375,7.0,,
900,emf,0.4241839029686667,9.0,,
901,barrios,0.4240748384223037,5.0,,
902,audible,0.4239857875867239,33.0,,
903,vane,0.4237491225168055,15.0,,
904,herein,0.4231042415316755,10.0,,
905,marin,0.4231042415316755,5.0,,
906,conduction,0.4231042415316755,9.0,,
907,nasa,0.4229044786158411,24.0,,
908,lithuania,0.4225530739717488,52.0,,
909,sn,0.4223101257319485,6.0,,
910,metering,0.4219179365169549,8.0,,
911,dt,0.4219179365169549,12.0,,
912,waterfowl,0.4215289229579786,6.0,,
913,tu,0.4215289229579786,12.0,,
914,ge,0.4209200966927697,43.0,,
915,propeller,0.4208597908038566,23.0,,
916,template,0.4206008735113897,43.0,,
917,dizziness,0.4205066947759326,9.0,,
918,chord,0.4199246700007282,95.0,,
919,installation,0.4196940006207567,174.0,,
920,cathode,0.4196297463487206,8.0,,
921,noise,0.4195550171923499,493.0,,
922,internet,0.4195057645714227,9.0,,
923,tm,0.4193259966833216,11.0,,
924,epoxy,0.4192587567674609,6.0,,
925,angle,0.4184574216852998,386.0,,
926,sustainability,0.4182143045017342,14.0,,
927,emit,0.4178872334893602,34.0,,
928,winding,0.4176596014718461,10.0,,
929,radius,0.4171654671182104,57.0,,
930,flux,0.4168810484560167,47.0,,
931,dynamic,0.4168591942568841,152.0,,
932,iowa,0.4166890045812178,7.0,,
933,dr,0.4166223246093199,9.0,,
934,nas,0.4163896708275862,6.0,,
935,magnet,0.4162853430731463,40.0,,
936,topsoil,0.4161581382732477,9.0,,
937,perpendicular,0.4161581382732477,18.0,,
938,nm,0.4159737122807808,20.0,,
939,electromagnetic,0.4159441383112164,28.0,,
940,jacobson,0.4156983939798063,6.0,,
941,utilize,0.4156541351908263,31.0,,
942,kinetic,0.415410279700792,19.0,,
943,hertz,0.4152430075177471,9.0,,
944,somatic,0.4151524459225238,5.0,,
945,left,0.4151524459225238,5.0,,
946,diameter,0.4149757524094891,115.0,,
947,revocation,0.4149203541086349,7.0,,
948,leakage,0.4148700473898602,23.0,,
949,colombia,0.4144404009457558,42.0,,
950,windward,0.4143449830156017,9.0,,
951,easement,0.4143449830156017,8.0,,
952,spooner,0.4143449830156017,5.0,,
953,campus,0.4142680527957366,52.0,,
954,interpolate,0.4135508672158747,5.0,,
955,helical,0.4132145093982629,7.0,,
956,interconnect,0.4130286565086919,9.0,,
957,meteorological,0.4123837755235618,18.0,,
958,speed,0.4120975363452526,743.0,,
959,oscillation,0.4120813007865001,19.0,,
960,minimize,0.4120191216891131,42.0,,
961,methodology,0.4117626710505495,83.0,,
962,aeronautics,0.411119415394937,6.0,,
963,aeronautical,0.411119415394937,6.0,,
964,inaudible,0.4110303645593572,7.0,,
965,rotation,0.4109428039299601,67.0,,
966,electricity,0.4108539666676045,293.0,,
967,hibernation,0.4104994982513871,5.0,,
968,directive,0.4102875750491739,174.0,,
969,epa,0.4102362487596302,14.0,,
970,airplane,0.4100397539579458,8.0,,
971,ka,0.4099744338771286,7.0,,
972,dd,0.409887478356485,12.0,,
973,e-mail,0.4097660044307323,15.0,,
974,fulfill,0.4097660044307323,5.0,,
975,vw,0.4094034146942427,10.0,,
976,controller,0.4093232094802221,90.0,,
977,shaft,0.4090282868717092,94.0,,
978,topography,0.4087911258314393,17.0,,
979,breaker,0.4087911258314393,17.0,,
980,ecosystem,0.408771149568349,21.0,,
981,computational,0.4085382907593473,24.0,,
982,cabling,0.4080968520146281,9.0,,
983,changeable,0.4076304123115125,5.0,,
984,hirsch,0.4076304123115125,5.0,,
985,pitch,0.4075485674671186,272.0,,
986,bat,0.4072626579794964,149.0,,
987,impact,0.4072114742669206,556.0,,
988,anchor,0.4070092199576202,49.0,,
989,convection,0.4069391354637325,16.0,,
990,dispatch,0.4068098139535064,53.0,,
991,hydroelectric,0.4064513859744879,7.0,,
992,schwartz,0.4062576642924925,5.0,,
993,scenario,0.4058086618463938,66.0,,
994,thermal,0.4055728942385249,52.0,,
995,vicinity,0.4054191977746006,40.0,,
996,eng,0.4052532462726672,6.0,,
997,equation,0.4051165275917835,242.0,,
998,xxx,0.4050171626917502,7.0,,
999,transducer,0.4050171626917502,7.0,,
1000,porpoise,0.4048724550159598,13.0,,
1001,theta,0.4047041784444794,6.0,,
1002,ab,0.4044039092667872,29.0,,
1003,farm,0.404100331852021,575.0,,
1004,seab,0.4040265520903386,8.0,,
1005,adversely,0.4039689121169698,28.0,,
1006,dissipation,0.4036245170074882,6.0,,
1007,viscous,0.4036245170074882,12.0,,
1008,groundwater,0.4034562404360076,19.0,,
1009,elemental,0.4034364818866688,17.0,,
1010,amplitude,0.4024247451637964,29.0,,
1011,subsystem,0.402152627778454,15.0,,
1012,logo,0.4018693295900697,43.0,,
1013,expiration,0.4017402397353133,5.0,,
1014,mire,0.4017402397353133,10.0,,
1015,pod,0.4016283819151894,22.0,,
1016,electrical,0.4012331858250109,145.0,,
1017,hoy,0.4011282198404112,5.0,,
1018,configuration,0.4005238985132749,83.0,,
1019,ngo,0.4005238985132749,7.0,,
1020,npv,0.4005238985132749,6.0,,
1021,mechanical,0.4004996894364007,124.0,,
1022,forage,0.4003573717883478,18.0,,
1023,momentum,0.400270105466446,59.0,,
1024,stationary,0.4001649211616165,25.0,,
1025,favor,0.4000260400472354,6.0,,
1026,sustainable,0.3999553367054972,42.0,,
1027,eb,0.3999270844776673,5.0,,
1028,instructor,0.3997790322432735,52.0,,
1029,reliability,0.399733801191409,49.0,,
1030,waveform,0.3990455384226188,10.0,,
1031,excitation,0.3990455384226188,22.0,,
1032,ac,0.3984091991589158,50.0,,
1033,font,0.3981526494535664,42.0,,
1034,bearing,0.3981279105693739,22.0,,
1035,incl,0.3980846481512861,6.0,,
1036,sectoral,0.3980167429639527,7.0,,
1037,optimal,0.3979335357443926,44.0,,
1038,color,0.3979263517575321,9.0,,
1039,plywood,0.3978947549710988,10.0,,
1040,ratio,0.3978124019156548,169.0,,
1041,iso,0.397611315139881,6.0,,
1042,defense,0.397611315139881,12.0,,
1043,ince,0.397611315139881,8.0,,
1044,wh,0.3974886000998788,46.0,,
1045,interconnection,0.3969873724475383,9.0,,
1046,geographic,0.3966240972796906,17.0,,
1047,ecological,0.3966124660214228,42.0,,
1048,icing,0.3965054936630166,48.0,,
1049,modify,0.3963511560257295,166.0,,
1050,nomenclature,0.3960663938541583,9.0,,
1051,bm,0.3956339614833337,7.0,,
1052,turbulent,0.395327657749463,29.0,,
1053,oy,0.3953121725238527,6.0,,
1054,project,0.3952987443524712,1237.0,,
1055,lateral,0.3952177392511091,38.0,,
1056,wiring,0.3951085142619454,22.0,,
1057,endangered,0.3950435255309801,30.0,,
1058,unproven,0.3948652584914144,5.0,,
1059,roost,0.3939837124363658,9.0,,
1060,minnesota,0.3929040509993746,8.0,,
1061,transmission,0.3928891562815246,86.0,,
1062,vertical,0.3927865387221803,98.0,,
1063,circ,0.3926910000425097,6.0,,
1064,mitigate,0.3926303014721611,14.0,,
1065,fatigue,0.3921862139857803,31.0,,
1066,working,0.3921348128624319,38.0,,
1067,ct,0.3920994351641911,15.0,,
1068,gaseous,0.3918481203171459,6.0,,
1069,capacitor,0.3912667815311617,15.0,,
1070,illinois,0.3908830939421526,9.0,,
1071,conservation,0.3908804046470673,203.0,,
1072,airborne,0.3903525003333493,22.0,,
1073,utilization,0.390286279906545,5.0,,
1074,hypothesize,0.390286279906545,5.0,,
1075,epidemiological,0.390071081732444,9.0,,
1076,prototype,0.3899795215674372,41.0,,
1077,overview,0.3898034325051614,44.0,,
1078,fl,0.3898034325051614,13.0,,
1079,computation,0.3896190065126944,13.0,,
1080,california,0.3895707787234276,103.0,,
1081,pcc,0.3893253896352123,5.0,,
1082,locational,0.3893253896352123,5.0,,
1083,cpr,0.3888520566238073,5.0,,
1084,calculation,0.3886810852261438,110.0,,
1085,labyrinth,0.3886171274904408,12.0,,
1086,solar,0.3885805233652109,64.0,,
1087,lithuanian,0.3885482487517034,17.0,,
1088,exposure,0.3882877575294914,117.0,,
1089,setback,0.3881747032399823,29.0,,
1090,cetacean,0.388117543314096,7.0,,
1091,schematic,0.3879705105687587,9.0,,
1092,compaction,0.3879191552329866,5.0,,
1093,resistor,0.3879191552329866,10.0,,
1094,abdel,0.3879191552329866,5.0,,
1095,modulation,0.3877462351469428,8.0,,
1096,qa,0.3874594109395453,8.0,,
1097,pm,0.3872173806440876,66.0,,
1098,acknowledgment,0.3870040244774861,5.0,,
1099,parameter,0.3864968218682604,80.0,,
1100,certified,0.3862632600569677,17.0,,
1101,dp,0.3858237495753656,11.0,,
1102,mph,0.3858025946159572,19.0,,
1103,aft,0.3857122034095367,9.0,,
1104,lm,0.3856422210052611,21.0,,
1105,location,0.3856030585036317,249.0,,
1106,gust,0.3855374381675628,14.0,,
1107,viscosity,0.3854982034475054,8.0,,
1108,acoustic,0.3849755263580018,35.0,,
1109,km,0.384938548816269,99.0,,
1110,functionality,0.3848618641838025,12.0,,
1111,crane,0.3848340856851736,39.0,,
1112,brake,0.3846815903811346,64.0,,
1113,berg,0.3846815903811346,8.0,,
1114,coherence,0.3846531878310669,19.0,,
1115,fauna,0.3844124417105835,16.0,,
1116,implementation,0.3843905773701038,135.0,,
1117,construction,0.3842571142866595,295.0,,
1118,nordic,0.3840263142184713,9.0,,
1119,disturbance,0.383822355621727,66.0,,
1120,cylindrical,0.3833506766835738,8.0,,
1121,degradation,0.3831934166019467,20.0,,
1122,shutdown,0.3830888618010722,6.0,,
1123,swish,0.3830888618010722,7.0,,
1124,chen,0.3830888618010722,13.0,,
1125,cd,0.3829466527814801,44.0,,
1126,intersection,0.3822921119975593,13.0,,
1127,cumulative,0.3821921267126881,30.0,,
1128,max,0.3820749315441801,53.0,,
1129,asynchronous,0.3820556410753242,6.0,,
1130,linear,0.3815111368103827,56.0,,
1131,erection,0.3814462090719381,15.0,,
1132,density,0.3813747166301141,79.0,,
1133,cable,0.3811008617974819,106.0,,
1134,com,0.3808776472641604,12.0,,
1135,component,0.3808700602161802,241.0,,
1136,operational,0.3806922096893416,68.0,,
1137,install,0.3805608850188505,136.0,,
1138,mammal,0.3803288816886506,50.0,,
1139,deplete,0.3801762784276783,16.0,,
1140,applicant,0.379932325265194,105.0,,
1141,indicative,0.3796351899567544,21.0,,
1142,penetration,0.3795025579155734,23.0,,
1143,two-dimensional,0.3792755235165048,10.0,,
1144,scotia,0.3790829664970478,5.0,,
1145,environmental,0.3788768962617169,335.0,,
1146,output,0.3787882237809314,260.0,,
1147,calibrate,0.3784466272333449,6.0,,
1148,estimation,0.3784466272333449,15.0,,
1149,increment,0.3784466272333449,9.0,,
1150,excel,0.3780460288619297,11.0,,
1151,taper,0.3779435554948744,15.0,,
1152,visceral,0.3779435554948744,5.0,,
1153,movable,0.3779435554948744,5.0,,
1154,usable,0.3778186063684229,12.0,,
1155,maintenance,0.3777984836824575,155.0,,
1156,volt,0.3771986892248731,12.0,,
1157,marine,0.3770257691388292,96.0,,
1158,stiffness,0.3769938150890712,9.0,,
1159,power,0.3769406906115345,1500.0,,
1160,assessment,0.376418493329539,296.0,,
1161,biomass,0.3764132290259335,7.0,,
1162,inertia,0.3763533375840943,13.0,,
1163,monitoring,0.3761517293039515,103.0,,
1164,integrity,0.3759059768310169,55.0,,
1165,migration,0.3758917864076113,53.0,,
1166,gravitational,0.3757916472226568,22.0,,
1167,nautical,0.375385533967227,5.0,,
1168,waiver,0.375385533967227,7.0,,
1169,deflection,0.375385533967227,5.0,,
1170,site,0.3750106536978154,591.0,,
1171,focuss,0.3744368419724712,13.0,,
1172,verification,0.3743793629083386,14.0,,
1173,compute,0.374177534252639,16.0,,
1174,prediction,0.3741620440342104,56.0,,
1175,classify,0.3741558493450083,20.0,,
1176,zoological,0.3739827215467002,5.0,,
1177,amplification,0.3739513106844893,11.0,,
1178,overlay,0.3738840707686286,7.0,,
1179,dynamics,0.3737945636872377,22.0,,
1180,annoying,0.3736383264372185,16.0,,
1181,fundamentals,0.3736383264372185,6.0,,
1182,shear,0.3733938327185049,14.0,,
1183,shading,0.3733532044606585,6.0,,
1184,migrate,0.3732963825592504,25.0,,
1185,variable,0.3732906078237377,177.0,,
1186,coupling,0.3732720508737264,14.0,,
1187,deviation,0.3731087605017442,29.0,,
1188,infrastructure,0.3730226868088778,36.0,,
1189,sensor,0.3725477721508347,14.0,,
1190,battery,0.3725393357253577,71.0,,
1191,calculate,0.3723412758870507,154.0,,
1192,weighting,0.3723219999303088,9.0,,
1193,und,0.3722293424048853,6.0,,
1194,applicable,0.3722236752964104,49.0,,
1195,gis,0.3721896866766411,14.0,,
1196,configure,0.3721599663465624,8.0,,
1197,pursuant,0.3720630078635217,15.0,,
1198,attenuation,0.3719524372461532,5.0,,
1199,instrumentation,0.3716771189451787,6.0,,
1200,denmark,0.3714865194904661,46.0,,
1201,sin,0.3714849225050075,67.0,,
1202,nominal,0.3713845475129096,29.0,,
1203,den,0.3710407796814757,9.0,,
1204,inlet,0.3710407796814757,9.0,,
1205,formulae,0.3708605058788078,15.0,,
1206,avoidance,0.3708267797194445,16.0,,
